x2,thin,deg,dummy,thin,min_val,avg_val,max_val
68.99696049,68,31.22333333,,,,,
69.09827761,69,31.22333333,,,,,
69.19959473,69,31.16666667,,,,,
69.30091185,69,31.16666667,,,,,
69.40222898,69,31.16666667,,,,,
69.5035461,69,31.11,,,,,
69.60486322,69,31.05333333,,,,,
69.70618034,69,30.99666667,,,,,
69.80749747,69,30.94,,,,,
69.90881459,69,30.94,,,,,
70.01013171,70,30.88333333,,,,,
70.11144883,70,30.88333333,,,,,
70.21276596,70,30.82666667,,,,,
70.31408308,70,30.77,,,,,
70.4154002,70,30.71333333,,,,,
70.51671733,70,30.65666667,,,,,
70.61803445,70,30.65666667,,,,,
